3,1,376,264,482,351,640,352
3,2,231,239,354,308,640,352
4,1,374,263,481,350,640,352
4,2,230,239,355,309,640,352
5,1,374,263,481,351,640,352
5,2,231,239,356,310,640,352
6,1,373,263,480,351,640,352
6,2,231,239,354,309,640,352
7,1,373,263,481,351,640,352
7,2,231,239,355,310,640,352
8,1,374,263,482,350,640,352
8,2,231,238,354,309,640,352
9,1,373,263,481,350,640,352
9,2,232,238,352,307,640,352
10,1,372,263,481,351,640,352
10,2,230,237,352,307,640,352
11,1,373,263,481,351,640,352
11,2,230,237,355,310,640,352
12,1,373,263,482,351,640,352
12,2,230,237,356,311,640,352
13,1,376,264,483,350,640,352
13,2,230,236,356,312,640,352
14,1,375,264,482,350,640,352
14,2,230,236,355,312,640,352
15,1,374,264,482,350,640,352
15,2,231,236,353,311,640,352
16,1,374,264,482,350,640,352
16,2,232,237,353,312,640,352
17,1,374,263,481,350,640,352
17,2,233,237,353,311,640,352
18,1,374,264,481,350,640,352
18,2,233,236,352,311,640,352
19,1,374,264,482,350,640,352
19,2,234,236,351,311,640,352
20,1,376,264,483,350,640,352
20,2,233,236,351,312,640,352
21,1,377,264,485,350,640,352
21,2,232,236,352,312,640,352
22,1,381,263,487,350,640,352
22,2,232,236,352,313,640,352
23,1,385,263,490,350,640,352
23,2,234,237,350,312,640,352
24,1,385,263,488,350,640,352
24,2,234,237,350,312,640,352
25,1,388,263,490,350,640,352
25,2,235,237,349,311,640,352
26,1,389,263,489,350,640,352
26,2,237,237,348,310,640,352
27,1,388,263,488,350,640,352
27,2,237,237,347,310,640,352
28,1,388,263,487,350,640,352
28,2,237,237,347,310,640,352
29,1,388,263,487,350,640,352
29,2,238,237,347,310,640,352
30,1,387,263,486,350,640,352
30,2,242,237,346,307,640,352
31,1,385,263,484,350,640,352
31,2,243,237,346,307,640,352
32,1,385,263,483,351,640,352
32,2,245,238,345,306,640,352
33,1,383,263,482,351,640,352
33,2,244,238,346,308,640,352
34,1,382,263,481,351,640,352
34,2,246,239,346,308,640,352
35,1,382,263,482,351,640,352
35,2,248,239,346,307,640,352
36,1,382,263,482,351,640,352
36,2,247,240,346,309,640,352
37,1,383,263,483,351,640,352
37,2,248,240,348,310,640,352
38,1,379,263,480,351,640,352
38,2,248,240,347,311,640,352
39,1,380,263,482,351,640,352
39,2,246,240,348,313,640,352
40,1,378,263,481,351,640,352
40,2,243,239,348,316,640,352
41,1,376,263,480,351,640,352
41,2,243,239,347,317,640,352
42,1,375,263,480,351,640,352
42,2,242,239,346,317,640,352
43,1,373,263,479,351,640,352
43,2,243,239,345,316,640,352
44,1,373,263,479,352,640,352
44,2,243,239,346,318,640,352
45,1,373,263,479,351,640,352
45,2,242,239,345,319,640,352
46,1,373,263,480,351,640,352
46,2,245,239,346,317,640,352
47,1,373,264,480,351,640,352
47,2,246,239,345,317,640,352
48,1,372,264,480,352,640,352
48,2,244,239,344,317,640,352
49,1,375,264,482,351,640,352
49,2,244,239,343,318,640,352
50,1,375,264,482,351,640,352
50,2,245,240,342,318,640,352
51,1,376,264,483,351,640,352
51,2,245,239,342,318,640,352
52,1,376,264,483,351,640,352
52,2,245,239,341,317,640,352
53,1,376,264,483,351,640,352
53,2,246,240,341,317,640,352
54,1,377,264,484,350,640,352
54,2,246,240,340,317,640,352
55,1,377,264,484,350,640,352
55,2,246,241,340,317,640,352
56,1,376,264,483,350,640,352
56,2,245,241,339,317,640,352
57,1,375,263,482,350,640,352
57,2,243,241,339,319,640,352
58,1,375,263,482,350,640,352
58,2,240,240,340,320,640,352
59,1,375,263,482,350,640,352
59,2,241,240,340,319,640,352
60,1,374,263,482,350,640,352
60,2,241,240,341,319,640,352
61,1,374,263,482,351,640,352
61,2,242,240,340,319,640,352
62,1,373,263,482,351,640,352
62,2,242,240,340,319,640,352
63,1,372,263,481,351,640,352
63,2,243,239,340,317,640,352
64,1,372,263,481,352,640,352
64,2,243,240,339,317,640,352
65,1,374,263,482,351,640,352
65,2,243,240,340,317,640,352
66,1,375,264,483,351,640,352
66,2,243,240,339,317,640,352
67,1,376,264,484,351,640,352
67,2,244,240,339,317,640,352
68,1,378,264,485,351,640,352
68,2,246,241,338,315,640,352
69,1,378,264,485,351,640,352
69,2,246,241,338,314,640,352
70,1,381,264,487,351,640,352
70,2,245,241,338,315,640,352
71,1,381,264,486,351,640,352
71,2,245,241,339,316,640,352
72,1,381,264,485,351,640,352
72,2,244,241,340,317,640,352
73,1,380,264,484,351,640,352
73,2,243,240,340,317,640,352
74,1,379,264,483,350,640,352
74,2,245,239,340,316,640,352
75,1,380,263,483,350,640,352
75,2,244,238,341,315,640,352
76,1,381,263,484,350,640,352
76,2,245,238,340,315,640,352
77,1,382,263,484,350,640,352
77,2,246,239,340,315,640,352
78,1,382,263,484,350,640,352
78,2,245,239,341,316,640,352
79,1,383,263,485,350,640,352
79,2,243,239,340,318,640,352
80,1,383,263,484,350,640,352
80,2,243,238,340,318,640,352
81,1,383,263,484,351,640,352
81,2,243,238,340,317,640,352
82,1,383,263,484,351,640,352
82,2,243,239,339,318,640,352
83,1,382,263,483,351,640,352
83,2,242,239,340,318,640,352
84,1,380,263,481,351,640,352
84,2,241,239,340,320,640,352
85,1,382,264,482,351,640,352
85,2,241,238,339,319,640,352
86,1,384,264,483,351,640,352
86,2,242,238,339,318,640,352
87,1,383,264,481,351,640,352
87,2,244,238,339,316,640,352
88,1,383,264,482,351,640,352
88,2,247,239,338,314,640,352
89,1,385,264,483,351,640,352
89,2,251,239,339,312,640,352
90,1,387,264,485,351,640,352
90,2,253,239,341,312,640,352
91,1,389,264,486,351,640,352
91,2,253,240,340,312,640,352
92,1,391,263,486,351,640,352
92,2,254,240,340,311,640,352
93,1,392,263,486,352,640,352
93,2,255,240,339,310,640,352
94,1,393,263,486,352,640,352
94,2,254,240,340,311,640,352
95,1,394,263,486,352,640,352
95,2,253,240,340,311,640,352
96,1,394,263,485,351,640,352
96,2,253,240,340,312,640,352
97,1,392,263,484,351,640,352
97,2,253,240,340,312,640,352
98,1,391,263,481,351,640,352
98,2,253,240,340,312,640,352
99,1,389,263,480,351,640,352
99,2,252,240,340,314,640,352
100,1,391,263,481,352,640,352
100,2,253,240,341,314,640,352
100,4,0,219,44,338,640,352
101,1,388,263,479,352,640,352
101,2,255,240,340,310,640,352
101,4,0,218,44,338,640,352
102,1,388,263,478,352,640,352
102,2,254,239,340,310,640,352
103,1,387,264,478,352,640,352
103,2,253,239,339,310,640,352
104,1,386,263,478,352,640,352
104,2,254,239,339,310,640,352
105,1,384,263,477,352,640,352
105,2,253,239,340,309,640,352
106,1,384,263,477,352,640,352
106,2,251,239,340,311,640,352
106,4,-1,217,44,340,640,352
107,1,384,262,478,352,640,352
107,2,252,239,341,312,640,352
107,4,-1,218,44,341,640,352
108,1,388,262,481,352,640,352
108,2,252,239,340,312,640,352
108,4,-1,218,44,341,640,352
109,1,392,262,484,351,640,352
109,2,252,239,340,310,640,352
110,1,394,262,486,351,640,352
110,2,252,239,339,310,640,352
111,1,395,261,486,351,640,352
111,2,252,240,339,311,640,352
112,1,396,262,485,351,640,352
112,2,252,240,339,311,640,352
113,1,395,262,484,351,640,352
113,2,252,241,339,311,640,352
114,1,395,262,483,352,640,352
114,2,254,241,340,311,640,352
115,1,395,262,482,352,640,352
115,2,254,240,340,310,640,352
116,1,395,262,482,352,640,352
116,2,253,240,340,310,640,352
117,1,396,262,482,352,640,352
117,2,254,240,339,310,640,352
118,1,397,262,483,352,640,352
118,2,254,240,340,310,640,352
119,1,397,262,482,352,640,352
119,2,255,240,339,309,640,352
120,1,398,262,482,351,640,352
120,2,255,240,340,309,640,352
120,4,-4,202,47,350,640,352
121,1,398,262,481,351,640,352
121,2,255,239,340,309,640,352
121,4,-5,201,48,351,640,352
122,1,397,262,481,351,640,352
122,2,256,239,340,308,640,352
122,4,-1,213,45,345,640,352
123,1,396,262,480,350,640,352
123,2,256,238,342,308,640,352
123,4,0,215,44,344,640,352
124,1,396,262,480,351,640,352
124,2,258,238,341,306,640,352
124,4,0,214,44,344,640,352
125,1,396,262,481,351,640,352
125,2,259,238,340,304,640,352
125,4,-2,205,46,349,640,352
126,1,398,262,482,351,640,352
126,2,264,239,342,303,640,352
126,4,-3,202,46,351,640,352
127,1,398,262,481,351,640,352
127,2,264,239,343,303,640,352
127,4,-1,211,44,345,640,352
128,1,398,262,481,351,640,352
128,2,261,239,340,303,640,352
128,4,-1,211,44,345,640,352
129,1,398,262,481,351,640,352
129,2,262,239,340,303,640,352
130,1,398,262,481,350,640,352
130,2,260,239,341,303,640,352
131,1,397,262,480,350,640,352
131,2,257,238,342,305,640,352
132,1,395,263,478,351,640,352
132,2,252,236,343,309,640,352
133,1,398,263,481,351,640,352
133,2,251,236,345,311,640,352
134,1,398,263,481,351,640,352
134,2,251,237,344,311,640,352
134,4,0,214,44,345,640,352
135,1,399,263,482,352,640,352
135,2,249,237,343,311,640,352
135,4,0,212,44,346,640,352
136,1,399,263,481,352,640,352
136,2,249,237,342,311,640,352
136,4,0,212,44,346,640,352
137,1,399,262,481,352,640,352
137,2,248,237,343,311,640,352
137,4,0,212,44,345,640,352
138,1,399,262,481,352,640,352
138,2,250,238,344,312,640,352
138,4,0,213,44,345,640,352
139,1,399,261,481,352,640,352
139,2,250,238,345,312,640,352
139,4,0,213,44,345,640,352
140,1,399,261,481,352,640,352
140,2,249,237,345,312,640,352
141,1,399,262,481,352,640,352
141,2,249,237,345,312,640,352
142,1,398,262,480,352,640,352
142,2,248,236,345,312,640,352
143,1,399,262,480,352,640,352
143,2,246,236,345,312,640,352
144,1,399,262,480,351,640,352
144,2,245,235,345,313,640,352
145,1,398,262,479,351,640,352
145,2,244,235,345,313,640,352
146,1,398,262,479,351,640,352
146,2,246,235,346,312,640,352
147,1,398,262,479,351,640,352
147,2,248,236,347,313,640,352
148,1,397,263,478,351,640,352
148,2,249,236,347,312,640,352
149,1,397,263,478,352,640,352
149,2,247,235,347,313,640,352
150,1,396,263,477,352,640,352
150,2,248,235,347,313,640,352
151,1,394,263,476,351,640,352
151,2,247,235,348,315,640,352
152,1,396,263,478,351,640,352
152,2,249,234,350,315,640,352
153,1,397,263,480,352,640,352
153,2,251,234,348,312,640,352
154,1,399,263,480,352,640,352
154,2,249,234,350,316,640,352
155,1,399,263,480,352,640,352
155,2,244,233,350,322,640,352
156,1,398,263,480,352,640,352
156,2,250,234,348,315,640,352
157,1,396,263,478,352,640,352
157,2,254,235,346,312,640,352
157,4,1,220,42,341,640,352
158,1,394,263,476,352,640,352
158,2,255,235,345,310,640,352
158,4,1,220,42,340,640,352
159,1,394,263,477,352,640,352
159,2,265,237,348,305,640,352
159,4,1,220,42,339,640,352
160,1,394,263,477,352,640,352
160,2,266,237,350,308,640,352
160,4,1,221,42,338,640,352
161,1,395,262,479,352,640,352
161,2,268,237,352,308,640,352
162,1,395,262,479,351,640,352
162,2,269,237,351,308,640,352
163,1,391,262,476,351,640,352
163,2,270,237,351,307,640,352
164,1,391,262,477,352,640,352
164,2,269,237,350,307,640,352
165,1,391,262,477,352,640,352
165,2,270,238,349,309,640,352
166,1,392,262,478,352,640,352
166,2,271,238,349,309,640,352
167,1,395,262,481,352,640,352
167,2,270,239,348,310,640,352
168,1,396,262,481,352,640,352
168,2,268,238,345,308,640,352
169,1,398,261,482,351,640,352
169,2,262,237,343,311,640,352
170,1,398,261,482,351,640,352
170,2,259,237,339,309,640,352
171,1,397,261,481,351,640,352
171,2,257,239,339,311,640,352
172,1,397,261,480,351,640,352
172,2,253,240,337,313,640,352
173,1,398,261,480,351,640,352
173,2,251,239,337,315,640,352
174,1,398,261,480,351,640,352
174,2,248,239,335,315,640,352
175,1,397,261,480,352,640,352
175,2,247,239,335,314,640,352
176,1,397,261,480,352,640,352
176,2,243,237,336,316,640,352
177,1,396,261,479,352,640,352
177,2,244,235,337,316,640,352
178,1,396,261,479,352,640,352
178,2,246,236,337,315,640,352
179,1,396,261,479,353,640,352
179,2,247,236,337,315,640,352
180,1,396,261,479,353,640,352
180,2,247,236,337,315,640,352
181,1,398,261,480,352,640,352
181,2,244,236,338,319,640,352
182,1,399,261,481,352,640,352
182,2,245,236,338,318,640,352
183,1,400,260,481,352,640,352
183,2,244,235,339,319,640,352
184,1,401,260,481,351,640,352
184,2,244,235,339,319,640,352
185,1,401,260,481,351,640,352
185,2,245,235,339,319,640,352
186,1,400,260,480,351,640,352
186,2,246,235,338,317,640,352
187,1,399,260,479,351,640,352
187,2,245,233,339,317,640,352
188,1,399,260,479,351,640,352
188,2,241,232,341,321,640,352
189,1,399,261,478,351,640,352
189,2,239,232,341,322,640,352
190,1,398,261,477,351,640,352
190,2,239,233,340,323,640,352
191,1,397,261,477,351,640,352
191,2,236,233,337,322,640,352
192,1,397,261,477,351,640,352
192,2,234,233,334,322,640,352
193,1,398,261,478,351,640,352
193,2,226,236,341,340,640,352
194,1,397,261,477,351,640,352
194,2,225,238,342,346,640,352
195,1,395,261,476,351,640,352
195,2,225,239,341,348,640,352
196,1,396,261,477,351,640,352
196,2,226,239,340,349,640,352
197,1,395,261,477,352,640,352
197,2,226,240,338,349,640,352
198,1,395,261,477,352,640,352
198,2,227,240,338,349,640,352
199,1,395,261,478,352,640,352
199,2,228,240,336,348,640,352
200,1,396,262,478,352,640,352
200,2,228,239,335,348,640,352
201,1,394,262,477,352,640,352
201,2,228,240,334,348,640,352
202,1,395,262,478,352,640,352
202,2,229,240,334,349,640,352
203,1,394,262,477,351,640,352
203,2,229,240,334,349,640,352
204,1,395,262,478,351,640,352
204,2,229,240,334,349,640,352
205,1,396,262,480,352,640,352
205,2,239,239,327,328,640,352
206,1,397,262,480,352,640,352
206,2,250,240,329,318,640,352
207,1,398,262,480,352,640,352
207,2,244,238,326,316,640,352
208,1,397,262,480,352,640,352
208,2,250,239,331,314,640,352
209,1,397,262,479,352,640,352
209,2,251,239,334,313,640,352
210,1,397,263,478,352,640,352
210,2,249,239,336,313,640,352
211,1,397,263,478,352,640,352
211,2,248,238,337,313,640,352
211,4,-1,210,46,348,640,352
212,1,397,263,479,352,640,352
212,2,239,236,332,314,640,352
212,4,-1,209,46,349,640,352
213,1,396,263,478,352,640,352
213,2,235,236,330,316,640,352
214,1,396,263,477,352,640,352
214,2,232,235,330,319,640,352
215,1,395,263,476,352,640,352
215,2,229,234,329,319,640,352
216,1,394,263,476,352,640,352
216,2,230,235,328,319,640,352
217,1,394,263,476,351,640,352
217,2,229,235,329,321,640,352
218,1,394,263,476,351,640,352
218,2,229,235,327,319,640,352
219,1,394,263,477,351,640,352
219,2,231,235,324,316,640,352
219,4,-1,204,46,351,640,352
220,1,395,263,477,351,640,352
220,2,231,235,321,312,640,352
220,4,-1,205,45,350,640,352
221,1,396,263,477,351,640,352
221,2,230,234,320,311,640,352
221,4,-1,204,45,350,640,352
222,1,396,263,477,351,640,352
222,2,230,234,319,310,640,352
223,1,395,264,476,351,640,352
223,2,229,234,318,309,640,352
224,1,394,264,476,351,640,352
224,2,228,234,316,309,640,352
225,1,394,263,476,351,640,352
225,2,227,234,315,308,640,352
226,1,394,263,477,351,640,352
226,2,227,234,314,308,640,352
227,1,393,263,476,351,640,352
227,2,226,234,314,309,640,352
228,1,394,263,477,351,640,352
228,2,226,235,313,308,640,352
228,4,0,209,44,347,640,352
229,1,394,263,475,351,640,352
229,2,224,234,314,312,640,352
229,4,0,209,44,347,640,352
230,1,393,263,475,351,640,352
230,2,222,234,315,316,640,352
231,1,393,263,475,350,640,352
231,2,220,233,315,320,640,352
232,1,393,264,475,350,640,352
232,2,219,233,316,324,640,352
232,4,0,208,44,346,640,352
233,1,393,264,475,350,640,352
233,2,221,233,314,323,640,352
233,4,0,208,44,346,640,352
234,1,393,263,475,350,640,352
234,2,220,233,313,325,640,352
235,1,393,263,476,350,640,352
