31,2,650,290,721,403,1920,1080
31,3,717,359,838,502,1920,1080
31,4,131,225,321,475,1920,1080
31,5,23,253,193,857,1920,1080
46,2,650,289,724,406,1920,1080
46,3,718,360,840,502,1920,1080
46,4,124,226,328,493,1920,1080
46,5,24,270,193,871,1920,1080
46,8,930,322,1034,473,1920,1080
46,9,562,640,957,1075,1920,1080
46,10,383,553,662,974,1920,1080
46,11,1596,556,1906,1040,1920,1080
61,2,650,290,722,405,1920,1080
61,3,716,365,834,503,1920,1080
61,4,136,228,304,449,1920,1080
61,8,927,323,1030,473,1920,1080
61,9,557,641,953,1077,1920,1080
61,10,384,550,665,974,1920,1080
61,11,1591,552,1908,1048,1920,1080
76,2,655,289,728,405,1920,1080
76,3,720,360,842,500,1920,1080
76,4,133,229,304,454,1920,1080
76,8,925,323,1029,473,1920,1080
76,9,577,642,972,1075,1920,1080
76,10,387,542,681,987,1920,1080
76,11,1602,542,1901,1012,1920,1080
91,2,669,292,738,401,1920,1080
91,3,723,361,850,505,1920,1080
91,8,942,325,1044,473,1920,1080
91,9,585,644,980,1077,1920,1080
91,10,397,543,692,992,1920,1080
91,11,1610,544,1897,992,1920,1080
106,2,676,296,744,403,1920,1080
106,3,737,367,864,509,1920,1080
106,8,951,327,1054,477,1920,1080
106,9,588,644,986,1079,1920,1080
106,10,411,545,701,985,1920,1080
106,11,1621,548,1900,987,1920,1080
121,2,671,295,734,393,1920,1080
121,3,731,368,851,500,1920,1080
121,8,947,324,1051,475,1920,1080
121,9,584,641,981,1074,1920,1080
121,10,416,544,707,986,1920,1080
121,11,1617,549,1895,984,1920,1080
121,15,272,381,416,570,1920,1080
136,2,673,296,735,392,1920,1080
136,3,752,365,881,509,1920,1080
136,4,139,225,328,478,1920,1080
136,8,946,322,1052,476,1920,1080
136,9,586,641,983,1074,1920,1080
136,11,1615,546,1895,983,1920,1080
136,15,244,373,400,578,1920,1080
151,3,725,366,852,507,1920,1080
151,4,125,224,306,468,1920,1080
151,8,930,322,1035,475,1920,1080
151,9,562,642,961,1076,1920,1080
151,10,380,547,668,984,1920,1080
151,11,1618,546,1894,978,1920,1080
151,15,211,375,371,585,1920,1080
166,3,707,369,832,504,1920,1080
166,4,116,222,294,465,1920,1080
166,8,921,324,1024,475,1920,1080
166,9,553,640,954,1077,1920,1080
166,10,361,535,661,994,1920,1080
166,11,1608,550,1880,968,1920,1080
166,15,197,377,356,583,1920,1080
181,2,648,290,710,386,1920,1080
181,3,699,358,822,489,1920,1080
181,4,119,220,297,470,1920,1080
181,8,919,319,1016,459,1920,1080
181,9,551,633,958,1079,1920,1080
181,10,358,520,655,972,1920,1080
181,11,1591,531,1895,1000,1920,1080
181,15,189,365,355,580,1920,1080
181,20,1268,376,1463,733,1920,1080
196,2,645,289,716,399,1920,1080
196,3,704,362,834,498,1920,1080
196,4,133,222,314,478,1920,1080
196,8,925,321,1027,468,1920,1080
196,9,555,635,957,1077,1920,1080
196,10,363,526,664,985,1920,1080
196,11,1596,536,1897,1000,1920,1080
196,15,200,372,361,580,1920,1080
196,20,1276,373,1481,749,1920,1080
211,2,647,290,718,401,1920,1080
211,3,709,366,839,501,1920,1080
211,4,140,222,322,482,1920,1080
211,8,929,322,1034,475,1920,1080
211,9,573,640,971,1076,1920,1080
211,10,376,535,667,981,1920,1080
211,11,1591,545,1905,1031,1920,1080
211,15,209,378,364,575,1920,1080
211,20,1279,372,1488,757,1920,1080
226,2,648,290,719,403,1920,1080
226,3,708,361,843,500,1920,1080
226,4,152,224,328,480,1920,1080
226,8,936,324,1027,456,1920,1080
226,9,579,636,979,1075,1920,1080
226,10,384,537,672,978,1920,1080
226,11,1590,549,1906,1041,1920,1080
226,15,208,371,370,577,1920,1080
226,20,1271,378,1475,751,1920,1080
226,22,1037,345,1154,488,1920,1080
241,2,654,290,725,402,1920,1080
241,3,712,365,846,501,1920,1080
241,4,155,225,326,478,1920,1080
241,8,941,322,1042,470,1920,1080
241,9,581,637,980,1077,1920,1080
241,10,382,532,679,988,1920,1080
241,11,1604,547,1899,1007,1920,1080
241,15,214,375,377,581,1920,1080
241,20,1268,380,1467,747,1920,1080
241,22,1028,351,1171,527,1920,1080
256,2,659,292,722,391,1920,1080
256,3,713,369,846,503,1920,1080
256,4,160,226,325,476,1920,1080
256,8,937,323,1040,476,1920,1080
256,9,582,641,979,1076,1920,1080
256,10,381,534,678,991,1920,1080
256,11,1600,551,1906,1030,1920,1080
256,15,214,380,376,584,1920,1080
256,20,1263,380,1463,750,1920,1080
256,22,1012,353,1184,567,1920,1080
271,2,663,294,726,392,1920,1080
271,3,714,370,852,507,1920,1080
271,4,168,224,329,474,1920,1080
271,8,943,325,1045,477,1920,1080
271,9,585,644,978,1075,1920,1080
271,10,382,533,682,997,1920,1080
271,11,1608,550,1900,1006,1920,1080
271,15,220,382,379,581,1920,1080
271,20,1266,380,1465,752,1920,1080
271,22,1011,355,1194,586,1920,1080
286,2,666,295,729,394,1920,1080
286,3,718,372,855,507,1920,1080
286,4,173,226,329,472,1920,1080
286,8,949,327,1053,481,1920,1080
286,9,587,646,980,1075,1920,1080
286,10,386,536,682,996,1920,1080
286,11,1619,553,1900,992,1920,1080
286,15,225,382,384,580,1920,1080
286,20,1279,380,1479,758,1920,1080
286,22,1006,356,1202,603,1920,1080
301,2,672,300,735,399,1920,1080
301,3,720,373,857,508,1920,1080
301,4,180,229,334,475,1920,1080
301,8,951,329,1053,480,1920,1080
301,9,589,648,981,1076,1920,1080
301,10,387,537,686,1001,1920,1080
301,11,1614,557,1909,1021,1920,1080
301,15,222,385,396,604,1920,1080
301,20,1273,382,1470,757,1920,1080
316,2,673,300,736,400,1920,1080
316,3,722,378,860,512,1920,1080
316,4,183,230,335,478,1920,1080
316,8,950,332,1054,486,1920,1080
316,9,590,653,980,1076,1920,1080
316,10,389,540,685,999,1920,1080
316,11,1608,558,1908,1035,1920,1080
316,15,223,389,398,611,1920,1080
316,20,1272,385,1467,757,1920,1080
331,2,676,305,748,420,1920,1080
331,3,725,377,872,522,1920,1080
331,4,187,231,344,493,1920,1080
331,8,953,337,1055,488,1920,1080
331,9,590,652,982,1076,1920,1080
331,10,398,542,692,997,1920,1080
331,11,1613,562,1907,1032,1920,1080
331,15,228,392,400,611,1920,1080
331,20,1285,380,1486,757,1920,1080
346,2,680,309,740,399,1920,1080
346,3,725,383,864,518,1920,1080
346,4,187,234,345,502,1920,1080
346,8,953,343,1053,489,1920,1080
346,9,612,660,995,1071,1920,1080
346,10,402,548,695,998,1920,1080
346,11,1618,566,1904,1026,1920,1080
346,15,231,396,399,610,1920,1080
346,20,1289,378,1490,755,1920,1080
361,2,670,305,734,402,1920,1080
361,3,719,379,858,513,1920,1080
361,4,176,231,334,502,1920,1080
361,8,954,339,1049,482,1920,1080
361,9,595,655,987,1073,1920,1080
361,10,395,545,688,995,1920,1080
361,11,1612,568,1899,1028,1920,1080
361,15,224,387,400,613,1920,1080
361,20,1285,374,1491,758,1920,1080
376,2,670,305,741,416,1920,1080
376,3,722,381,857,509,1920,1080
376,4,176,230,331,499,1920,1080
376,8,955,337,1050,483,1920,1080
376,9,591,652,986,1074,1920,1080
376,10,389,541,687,997,1920,1080
376,11,1615,573,1895,1021,1920,1080
376,15,230,384,397,597,1920,1080
376,20,1289,377,1495,759,1920,1080
376,23,914,317,978,388,1920,1080
391,2,678,302,746,411,1920,1080
391,3,730,377,870,509,1920,1080
391,4,188,230,340,498,1920,1080
391,8,962,334,1059,482,1920,1080
391,9,589,649,989,1078,1920,1080
391,10,404,547,693,989,1920,1080
391,11,1631,569,1896,993,1920,1080
391,15,245,384,404,584,1920,1080
391,20,1290,379,1493,756,1920,1080
391,23,914,317,980,390,1920,1080
406,2,688,302,748,395,1920,1080
406,3,737,375,881,511,1920,1080
406,4,201,232,350,500,1920,1080
406,8,968,332,1063,479,1920,1080
406,9,602,645,1004,1078,1920,1080
